id,Video,Gesture,StartFrame,EndFrame
2224,Suturing_D001_capture1,G4,854,1052
2225,Suturing_D001_capture1,G2,1053,1149
2226,Suturing_D001_capture1,G3,1150,1561
2227,Suturing_D001_capture1,G6,1562,1616
2228,Suturing_D001_capture1,G9,1617,1700
2229,Suturing_D001_capture1,G4,1701,1772
2230,Suturing_D001_capture1,G2,1773,1882
2231,Suturing_D001_capture1,G3,1883,2066
2232,Suturing_D001_capture1,G6,2067,2114
2233,Suturing_D001_capture1,G9,2115,2164
2234,Suturing_D001_capture1,G4,2165,2243
2235,Suturing_D001_capture1,G2,2244,2313
2236,Suturing_D001_capture1,G3,2314,2583
2237,Suturing_D001_capture1,G6,2584,2691
2238,Suturing_D001_capture1,G11,2692,2770
2239,Suturing_D001_capture2,G1,118,145
2240,Suturing_D001_capture2,G5,146,196
2241,Suturing_D001_capture2,G8,197,350
2242,Suturing_D001_capture2,G2,351,425
2243,Suturing_D001_capture2,G3,426,541
2244,Suturing_D001_capture2,G6,542,635
2245,Suturing_D001_capture2,G9,636,853
2246,Suturing_D001_capture2,G4,854,1052
2247,Suturing_D001_capture2,G2,1053,1149
2248,Suturing_D001_capture2,G3,1150,1561
2249,Suturing_D001_capture2,G6,1562,1616
2250,Suturing_D001_capture2,G9,1617,1700
2251,Suturing_D001_capture2,G4,1701,1772
2252,Suturing_D001_capture2,G2,1773,1882
2253,Suturing_D001_capture2,G3,1883,2066
2254,Suturing_D001_capture2,G6,2067,2114
2255,Suturing_D001_capture2,G9,2115,2164
2256,Suturing_D001_capture2,G4,2165,2243
2257,Suturing_D001_capture2,G2,2244,2313
2258,Suturing_D001_capture2,G3,2314,2583
2259,Suturing_D001_capture2,G6,2584,2691
2260,Suturing_D001_capture2,G11,2692,2770
2261,Suturing_D002_capture1,G1,31,77
2262,Suturing_D002_capture1,G5,78,129
2263,Suturing_D002_capture1,G2,130,182
2264,Suturing_D002_capture1,G3,183,342
2265,Suturing_D002_capture1,G6,343,427
2266,Suturing_D002_capture1,G9,428,522
2267,Suturing_D002_capture1,G4,523,630
2268,Suturing_D002_capture1,G2,631,721
2269,Suturing_D002_capture1,G3,722,897
2270,Suturing_D002_capture1,G6,898,940
2271,Suturing_D002_capture1,G9,941,1001
2272,Suturing_D002_capture1,G4,1002,1085
2273,Suturing_D002_capture1,G2,1086,1172
2274,Suturing_D002_capture1,G3,1173,1317
2275,Suturing_D002_capture1,G6,1318,1382
2276,Suturing_D002_capture1,G9,1383,1489
2277,Suturing_D002_capture1,G4,1490,1563
2278,Suturing_D002_capture1,G2,1564,1613
2279,Suturing_D002_capture1,G3,1614,1842
2280,Suturing_D002_capture1,G6,1843,1893
2281,Suturing_D002_capture1,G9,1894,1912
2282,Suturing_D002_capture1,G11,1913,2032
2283,Suturing_D002_capture2,G1,31,77
2284,Suturing_D002_capture2,G5,78,129
2285,Suturing_D002_capture2,G2,130,182
2286,Suturing_D002_capture2,G3,183,342
2287,Suturing_D002_capture2,G6,343,427
2288,Suturing_D002_capture2,G9,428,522
2289,Suturing_D002_capture2,G4,523,630
2290,Suturing_D002_capture2,G2,631,721
2291,Suturing_D002_capture2,G3,722,897
2292,Suturing_D002_capture2,G6,898,940
2293,Suturing_D002_capture2,G9,941,1001
2294,Suturing_D002_capture2,G4,1002,1085
2295,Suturing_D002_capture2,G2,1086,1172
2296,Suturing_D002_capture2,G3,1173,1317
2297,Suturing_D002_capture2,G6,1318,1382
2298,Suturing_D002_capture2,G9,1383,1489
2299,Suturing_D002_capture2,G4,1490,1563
2300,Suturing_D002_capture2,G2,1564,1613
2301,Suturing_D002_capture2,G3,1614,1842
2302,Suturing_D002_capture2,G6,1843,1893
2303,Suturing_D002_capture2,G9,1894,1912
2304,Suturing_D002_capture2,G11,1913,2032
2305,Suturing_D003_capture1,G1,14,91
2306,Suturing_D003_capture1,G5,92,151
2307,Suturing_D003_capture1,G8,152,217
2308,Suturing_D003_capture1,G2,218,254
2309,Suturing_D003_capture1,G3,255,417
2310,Suturing_D003_capture1,G6,418,484
2311,Suturing_D003_capture1,G9,485,589
2312,Suturing_D003_capture1,G4,590,742
2313,Suturing_D003_capture1,G2,743,797
2314,Suturing_D003_capture1,G3,798,966
2315,Suturing_D003_capture1,G6,967,1012
2316,Suturing_D003_capture1,G9,1013,1240
2317,Suturing_D003_capture1,G2,1241,1265
2318,Suturing_D003_capture1,G4,1266,1339
2319,Suturing_D003_capture1,G2,1340,1420
2320,Suturing_D003_capture1,G3,1421,1586
2321,Suturing_D003_capture1,G6,1587,1635
2322,Suturing_D003_capture1,G9,1636,1689
2323,Suturing_D003_capture1,G4,1690,1759
2324,Suturing_D003_capture1,G2,1760,1805
2325,Suturing_D003_capture1,G3,1806,2135
2326,Suturing_D003_capture1,G6,2136,2184
2327,Suturing_D003_capture1,G9,2185,2226
2328,Suturing_D003_capture1,G11,2227,2317
2329,Suturing_D003_capture2,G1,14,91
2330,Suturing_D003_capture2,G5,92,151
2331,Suturing_D003_capture2,G8,152,217
2332,Suturing_D003_capture2,G2,218,254
2333,Suturing_D003_capture2,G3,255,417
2334,Suturing_D003_capture2,G6,418,484
2335,Suturing_D003_capture2,G9,485,589
2336,Suturing_D003_capture2,G4,590,742
2337,Suturing_D003_capture2,G2,743,797
2338,Suturing_D003_capture2,G3,798,966
2339,Suturing_D003_capture2,G6,967,1012
2340,Suturing_D003_capture2,G9,1013,1240
2341,Suturing_D003_capture2,G2,1241,1265
2342,Suturing_D003_capture2,G4,1266,1339
2343,Suturing_D003_capture2,G2,1340,1420
2344,Suturing_D003_capture2,G3,1421,1586
2345,Suturing_D003_capture2,G6,1587,1635
2346,Suturing_D003_capture2,G9,1636,1689
2347,Suturing_D003_capture2,G4,1690,1759
2348,Suturing_D003_capture2,G2,1760,1805
2349,Suturing_D003_capture2,G3,1806,2135
2350,Suturing_D003_capture2,G6,2136,2184
2351,Suturing_D003_capture2,G9,2185,2226
2352,Suturing_D003_capture2,G11,2227,2317
2353,Suturing_D004_capture1,G1,41,98
2354,Suturing_D004_capture1,G4,99,190
2355,Suturing_D004_capture1,G8,191,275
2356,Suturing_D004_capture1,G2,276,326
2357,Suturing_D004_capture1,G3,327,477
2358,Suturing_D004_capture1,G6,478,541
2359,Suturing_D004_capture1,G9,542,655
2360,Suturing_D004_capture1,G4,656,736
2361,Suturing_D004_capture1,G2,737,780
2362,Suturing_D004_capture1,G3,781,910
2363,Suturing_D004_capture1,G6,911,1020
2364,Suturing_D004_capture1,G9,1021,1153
2365,Suturing_D004_capture1,G6,1154,1353
2366,Suturing_D004_capture1,G2,1354,1408
2367,Suturing_D004_capture1,G3,1409,1592
2368,Suturing_D004_capture1,G6,1593,1729
2369,Suturing_D004_capture1,G9,1730,2039
2370,Suturing_D004_capture1,G4,2040,2154
2371,Suturing_D004_capture1,G2,2155,2254
2372,Suturing_D004_capture1,G3,2255,2451
2373,Suturing_D004_capture1,G6,2452,2509
2374,Suturing_D004_capture1,G9,2510,2555
2375,Suturing_D004_capture1,G11,2556,2682
2376,Suturing_D004_capture2,G1,41,98
2377,Suturing_D004_capture2,G4,99,190
2378,Suturing_D004_capture2,G8,191,275
2379,Suturing_D004_capture2,G2,276,326
2380,Suturing_D004_capture2,G3,327,477
2381,Suturing_D004_capture2,G6,478,541
2382,Suturing_D004_capture2,G9,542,655
2383,Suturing_D004_capture2,G4,656,736
2384,Suturing_D004_capture2,G2,737,780
2385,Suturing_D004_capture2,G3,781,910
2386,Suturing_D004_capture2,G6,911,1020
2387,Suturing_D004_capture2,G9,1021,1153
2388,Suturing_D004_capture2,G6,1154,1353
2389,Suturing_D004_capture2,G2,1354,1408
2390,Suturing_D004_capture2,G3,1409,1592
2391,Suturing_D004_capture2,G6,1593,1729
2392,Suturing_D004_capture2,G9,1730,2039
2393,Suturing_D004_capture2,G4,2040,2154
2394,Suturing_D004_capture2,G2,2155,2254
2395,Suturing_D004_capture2,G3,2255,2451
2396,Suturing_D004_capture2,G6,2452,2509
2397,Suturing_D004_capture2,G9,2510,2555
2398,Suturing_D004_capture2,G11,2556,2682
2399,Suturing_D005_capture1,G1,21,57
2400,Suturing_D005_capture1,G5,58,134
2401,Suturing_D005_capture1,G8,135,221
2402,Suturing_D005_capture1,G2,222,294
2403,Suturing_D005_capture1,G3,295,402
2404,Suturing_D005_capture1,G6,403,466
2405,Suturing_D005_capture1,G9,467,528
2406,Suturing_D005_capture1,G4,529,621
2407,Suturing_D005_capture1,G2,622,689
2408,Suturing_D005_capture1,G3,690,820
2409,Suturing_D005_capture1,G6,821,875
2410,Suturing_D005_capture1,G9,876,930
2411,Suturing_D005_capture1,G4,931,1011
2412,Suturing_D005_capture1,G2,1012,1115
2413,Suturing_D005_capture1,G3,1116,1249
2414,Suturing_D005_capture1,G6,1250,1336
2415,Suturing_D005_capture1,G9,1337,1373
2416,Suturing_D005_capture1,G4,1374,1433
2417,Suturing_D005_capture1,G2,1434,1496
2418,Suturing_D005_capture1,G3,1497,1625
2419,Suturing_D005_capture1,G6,1626,1678
2420,Suturing_D005_capture1,G9,1679,1714
2421,Suturing_D005_capture1,G11,1715,1779
2422,Suturing_D005_capture2,G1,21,57
2423,Suturing_D005_capture2,G5,58,134
2424,Suturing_D005_capture2,G8,135,221
2425,Suturing_D005_capture2,G2,222,294
2426,Suturing_D005_capture2,G3,295,402
2427,Suturing_D005_capture2,G6,403,466
2428,Suturing_D005_capture2,G9,467,528
2429,Suturing_D005_capture2,G4,529,621
2430,Suturing_D005_capture2,G2,622,689
2431,Suturing_D005_capture2,G3,690,820
2432,Suturing_D005_capture2,G6,821,875
2433,Suturing_D005_capture2,G9,876,930
2434,Suturing_D005_capture2,G4,931,1011
2435,Suturing_D005_capture2,G2,1012,1115
2436,Suturing_D005_capture2,G3,1116,1249
2437,Suturing_D005_capture2,G6,1250,1336
2438,Suturing_D005_capture2,G9,1337,1373
2439,Suturing_D005_capture2,G4,1374,1433
2440,Suturing_D005_capture2,G2,1434,1496
2441,Suturing_D005_capture2,G3,1497,1625
2442,Suturing_D005_capture2,G6,1626,1678
2443,Suturing_D005_capture2,G9,1679,1714
2444,Suturing_D005_capture2,G11,1715,1779
2445,Suturing_E001_capture1,G1,10,119
2446,Suturing_E001_capture1,G5,120,245
2447,Suturing_E001_capture1,G2,246,341
2448,Suturing_E001_capture1,G3,342,752
2449,Suturing_E001_capture1,G6,753,902
2450,Suturing_E001_capture1,G4,903,1076
2451,Suturing_E001_capture1,G2,1077,1146
2452,Suturing_E001_capture1,G3,1147,1462
2453,Suturing_E001_capture1,G6,1463,1637
2454,Suturing_E001_capture1,G4,1638,1763
2455,Suturing_E001_capture1,G2,1764,1843
2456,Suturing_E001_capture1,G3,1844,2036
2457,Suturing_E001_capture1,G6,2037,2347
2458,Suturing_E001_capture1,G4,2348,2573
2459,Suturing_E001_capture1,G2,2574,2642
2460,Suturing_E001_capture1,G3,2643,2920
2461,Suturing_E001_capture1,G6,2921,3076
2462,Suturing_E001_capture1,G11,3077,3593
2463,Suturing_E001_capture2,G1,10,119
2464,Suturing_E001_capture2,G5,120,245
2465,Suturing_E001_capture2,G2,246,341
2466,Suturing_E001_capture2,G3,342,752
2467,Suturing_E001_capture2,G6,753,902
2468,Suturing_E001_capture2,G4,903,1076
2469,Suturing_E001_capture2,G2,1077,1146
2470,Suturing_E001_capture2,G3,1147,1462
2471,Suturing_E001_capture2,G6,1463,1637
2472,Suturing_E001_capture2,G4,1638,1763
2473,Suturing_E001_capture2,G2,1764,1843
2474,Suturing_E001_capture2,G3,1844,2036
2475,Suturing_E001_capture2,G6,2037,2347
2476,Suturing_E001_capture2,G4,2348,2573
2477,Suturing_E001_capture2,G2,2574,2642
2478,Suturing_E001_capture2,G3,2643,2920
2479,Suturing_E001_capture2,G6,2921,3076
2480,Suturing_E001_capture2,G11,3077,3593
2481,Suturing_E002_capture1,G1,23,77
2482,Suturing_E002_capture1,G5,78,158
2483,Suturing_E002_capture1,G2,159,236
2484,Suturing_E002_capture1,G3,237,631
2485,Suturing_E002_capture1,G6,632,807
2486,Suturing_E002_capture1,G4,808,984
2487,Suturing_E002_capture1,G2,985,1051
2488,Suturing_E002_capture1,G3,1052,1257
2489,Suturing_E002_capture1,G6,1258,1407
2490,Suturing_E002_capture1,G4,1408,1513
2491,Suturing_E002_capture1,G2,1514,1569
2492,Suturing_E002_capture1,G3,1570,1770
2493,Suturing_E002_capture1,G6,1771,1911
2494,Suturing_E002_capture1,G4,1912,2034
2495,Suturing_E002_capture1,G2,2035,2093
2496,Suturing_E002_capture1,G3,2094,2362
2497,Suturing_E002_capture1,G6,2363,2471
2498,Suturing_E002_capture1,G11,2472,2948
2499,Suturing_E002_capture2,G1,23,77
2500,Suturing_E002_capture2,G5,78,158
2501,Suturing_E002_capture2,G2,159,236
2502,Suturing_E002_capture2,G3,237,631
2503,Suturing_E002_capture2,G6,632,807
2504,Suturing_E002_capture2,G4,808,984
2505,Suturing_E002_capture2,G2,985,1051
2506,Suturing_E002_capture2,G3,1052,1257
2507,Suturing_E002_capture2,G6,1258,1407
2508,Suturing_E002_capture2,G4,1408,1513
2509,Suturing_E002_capture2,G2,1514,1569
2510,Suturing_E002_capture2,G3,1570,1770
2511,Suturing_E002_capture2,G6,1771,1911
2512,Suturing_E002_capture2,G4,1912,2034
2513,Suturing_E002_capture2,G2,2035,2093
2514,Suturing_E002_capture2,G3,2094,2362
2515,Suturing_E002_capture2,G6,2363,2471
2516,Suturing_E002_capture2,G11,2472,2948
2517,Suturing_E003_capture1,G1,60,142
2518,Suturing_E003_capture1,G5,143,195
2519,Suturing_E003_capture1,G2,196,253
2520,Suturing_E003_capture1,G3,254,449
2521,Suturing_E003_capture1,G6,450,579
2522,Suturing_E003_capture1,G4,580,689
2523,Suturing_E003_capture1,G2,690,744
2524,Suturing_E003_capture1,G3,745,968
2525,Suturing_E003_capture1,G6,969,1094
2526,Suturing_E003_capture1,G8,1095,1267
2527,Suturing_E003_capture1,G2,1268,1332
2528,Suturing_E003_capture1,G3,1333,1507
2529,Suturing_E003_capture1,G6,1508,1662
2530,Suturing_E003_capture1,G4,1663,1777
2531,Suturing_E003_capture1,G2,1778,1850
2532,Suturing_E003_capture1,G3,1851,2055
2533,Suturing_E003_capture1,G6,2056,2130
2534,Suturing_E003_capture1,G11,2131,2575
2535,Suturing_E003_capture2,G1,60,142
2536,Suturing_E003_capture2,G5,143,195
2537,Suturing_E003_capture2,G2,196,253
2538,Suturing_E003_capture2,G3,254,449
2539,Suturing_E003_capture2,G6,450,579
2540,Suturing_E003_capture2,G4,580,689
2541,Suturing_E003_capture2,G2,690,744
2542,Suturing_E003_capture2,G3,745,968
2543,Suturing_E003_capture2,G6,969,1094
2544,Suturing_E003_capture2,G8,1095,1267
2545,Suturing_E003_capture2,G2,1268,1332
2546,Suturing_E003_capture2,G3,1333,1507
2547,Suturing_E003_capture2,G6,1508,1662
2548,Suturing_E003_capture2,G4,1663,1777
2549,Suturing_E003_capture2,G2,1778,1850
2550,Suturing_E003_capture2,G3,1851,2055
2551,Suturing_E003_capture2,G6,2056,2130
2552,Suturing_E003_capture2,G11,2131,2575
2553,Suturing_E004_capture1,G1,57,130
2554,Suturing_E004_capture1,G5,131,170
2555,Suturing_E004_capture1,G2,171,237
2556,Suturing_E004_capture1,G3,238,537
2557,Suturing_E004_capture1,G6,538,695
2558,Suturing_E004_capture1,G4,696,804
2559,Suturing_E004_capture1,G2,805,867
2560,Suturing_E004_capture1,G3,868,1121
2561,Suturing_E004_capture1,G6,1122,1261
2562,Suturing_E004_capture1,G4,1262,1435
2563,Suturing_E004_capture1,G2,1436,1484
2564,Suturing_E004_capture1,G3,1485,1668
2565,Suturing_E004_capture1,G6,1669,1809
2566,Suturing_E004_capture1,G9,1810,1902
2567,Suturing_E004_capture1,G6,1903,1976
2568,Suturing_E004_capture1,G4,1977,2141
2569,Suturing_E004_capture1,G2,2142,2188
2570,Suturing_E004_capture1,G3,2189,2415
2571,Suturing_E004_capture1,G6,2416,2527
2572,Suturing_E004_capture1,G11,2528,2926
2573,Suturing_E004_capture2,G1,57,130
2574,Suturing_E004_capture2,G5,131,170
2575,Suturing_E004_capture2,G2,171,237
2576,Suturing_E004_capture2,G3,238,537
2577,Suturing_E004_capture2,G6,538,695
2578,Suturing_E004_capture2,G4,696,804
2579,Suturing_E004_capture2,G2,805,867
2580,Suturing_E004_capture2,G3,868,1121
2581,Suturing_E004_capture2,G6,1122,1261
2582,Suturing_E004_capture2,G4,1262,1435
2583,Suturing_E004_capture2,G2,1436,1484
2584,Suturing_E004_capture2,G3,1485,1668
2585,Suturing_E004_capture2,G6,1669,1809
2586,Suturing_E004_capture2,G9,1810,1902
2587,Suturing_E004_capture2,G6,1903,1976
2588,Suturing_E004_capture2,G4,1977,2141
2589,Suturing_E004_capture2,G2,2142,2188
2590,Suturing_E004_capture2,G3,2189,2415
2591,Suturing_E004_capture2,G6,2416,2527
2592,Suturing_E004_capture2,G11,2528,2926
2593,Suturing_E005_capture1,G1,1,49
2594,Suturing_E005_capture1,G5,50,91
2595,Suturing_E005_capture1,G2,92,141
2596,Suturing_E005_capture1,G3,142,363
2597,Suturing_E005_capture1,G6,364,507
2598,Suturing_E005_capture1,G4,508,644
2599,Suturing_E005_capture1,G2,645,739
2600,Suturing_E005_capture1,G3,740,897
2601,Suturing_E005_capture1,G6,898,1054
2602,Suturing_E005_capture1,G4,1055,1170
2603,Suturing_E005_capture1,G2,1171,1216
2604,Suturing_E005_capture1,G3,1217,1417
2605,Suturing_E005_capture1,G6,1418,1552
2606,Suturing_E005_capture1,G4,1553,1640
2607,Suturing_E005_capture1,G2,1641,1697
2608,Suturing_E005_capture1,G3,1698,1877
2609,Suturing_E005_capture1,G6,1878,2006
2610,Suturing_E005_capture1,G11,2007,2483
2611,Suturing_E005_capture2,G1,1,49
2612,Suturing_E005_capture2,G5,50,91
2613,Suturing_E005_capture2,G2,92,141
2614,Suturing_E005_capture2,G3,142,363
2615,Suturing_E005_capture2,G6,364,507
2616,Suturing_E005_capture2,G4,508,644
2617,Suturing_E005_capture2,G2,645,739
2618,Suturing_E005_capture2,G3,740,897
2619,Suturing_E005_capture2,G6,898,1054
2620,Suturing_E005_capture2,G4,1055,1170
2621,Suturing_E005_capture2,G2,1171,1216
2622,Suturing_E005_capture2,G3,1217,1417
2623,Suturing_E005_capture2,G6,1418,1552
2624,Suturing_E005_capture2,G4,1553,1640
2625,Suturing_E005_capture2,G2,1641,1697
2626,Suturing_E005_capture2,G3,1698,1877
2627,Suturing_E005_capture2,G6,1878,2006
2628,Suturing_E005_capture2,G11,2007,2483
2629,Suturing_F001_capture1,G1,35,85
2630,Suturing_F001_capture1,G5,86,164
2631,Suturing_F001_capture1,G8,165,215
2632,Suturing_F001_capture1,G2,216,294
2633,Suturing_F001_capture1,G3,295,532
2634,Suturing_F001_capture1,G6,533,753
2635,Suturing_F001_capture1,G4,754,854
2636,Suturing_F001_capture1,G2,855,934
2637,Suturing_F001_capture1,G3,935,1145
2638,Suturing_F001_capture1,G6,1146,1254
2639,Suturing_F001_capture1,G4,1255,1369
2640,Suturing_F001_capture1,G2,1370,1475
2641,Suturing_F001_capture1,G3,1476,1701
2642,Suturing_F001_capture1,G6,1702,1801
2643,Suturing_F001_capture1,G4,1802,1995
2644,Suturing_F001_capture1,G2,1996,2199
2645,Suturing_F001_capture1,G3,2200,2498
2646,Suturing_F001_capture1,G11,2499,2838
2647,Suturing_F001_capture2,G1,35,85
2648,Suturing_F001_capture2,G5,86,164
2649,Suturing_F001_capture2,G8,165,215
2650,Suturing_F001_capture2,G2,216,294
2651,Suturing_F001_capture2,G3,295,532
2652,Suturing_F001_capture2,G6,533,753
2653,Suturing_F001_capture2,G4,754,854
2654,Suturing_F001_capture2,G2,855,934
2655,Suturing_F001_capture2,G3,935,1145
2656,Suturing_F001_capture2,G6,1146,1254
2657,Suturing_F001_capture2,G4,1255,1369
2658,Suturing_F001_capture2,G2,1370,1475
2659,Suturing_F001_capture2,G3,1476,1701
2660,Suturing_F001_capture2,G6,1702,1801
2661,Suturing_F001_capture2,G4,1802,1995
2662,Suturing_F001_capture2,G2,1996,2199
2663,Suturing_F001_capture2,G3,2200,2498
2664,Suturing_F001_capture2,G11,2499,2838
2665,Suturing_F002_capture1,G8,1,88
2666,Suturing_F002_capture1,G2,89,147
2667,Suturing_F002_capture1,G3,148,427
2668,Suturing_F002_capture1,G6,428,608
2669,Suturing_F002_capture1,G4,609,686
2670,Suturing_F002_capture1,G2,687,767
2671,Suturing_F002_capture1,G3,768,1040
2672,Suturing_F002_capture1,G6,1041,1128
2673,Suturing_F002_capture1,G4,1129,1250
2674,Suturing_F002_capture1,G2,1251,1336
2675,Suturing_F002_capture1,G3,1337,1522
2676,Suturing_F002_capture1,G6,1523,1598
2677,Suturing_F002_capture1,G4,1599,1681
2678,Suturing_F002_capture1,G2,1682,1776
2679,Suturing_F002_capture1,G3,1777,2047
2680,Suturing_F002_capture1,G6,2048,2103
2681,Suturing_F002_capture1,G11,2104,2375
2682,Suturing_F002_capture2,G8,1,88
2683,Suturing_F002_capture2,G2,89,147
2684,Suturing_F002_capture2,G3,148,427
2685,Suturing_F002_capture2,G6,428,608
2686,Suturing_F002_capture2,G4,609,686
2687,Suturing_F002_capture2,G2,687,767
2688,Suturing_F002_capture2,G3,768,1040
2689,Suturing_F002_capture2,G6,1041,1128
2690,Suturing_F002_capture2,G4,1129,1250
2691,Suturing_F002_capture2,G2,1251,1336
2692,Suturing_F002_capture2,G3,1337,1522
2693,Suturing_F002_capture2,G6,1523,1598
2694,Suturing_F002_capture2,G4,1599,1681
2695,Suturing_F002_capture2,G2,1682,1776
2696,Suturing_F002_capture2,G3,1777,2047
2697,Suturing_F002_capture2,G6,2048,2103
2698,Suturing_F002_capture2,G11,2104,2375
2699,Suturing_F003_capture1,G5,1,88
2700,Suturing_F003_capture1,G8,89,169
2701,Suturing_F003_capture1,G2,170,221
2702,Suturing_F003_capture1,G3,222,402
2703,Suturing_F003_capture1,G6,403,489
2704,Suturing_F003_capture1,G4,490,589
2705,Suturing_F003_capture1,G2,590,645
2706,Suturing_F003_capture1,G3,646,877
2707,Suturing_F003_capture1,G6,878,952
2708,Suturing_F003_capture1,G4,953,1114
2709,Suturing_F003_capture1,G2,1115,1205
2710,Suturing_F003_capture1,G3,1206,1397
2711,Suturing_F003_capture1,G6,1398,1484
2712,Suturing_F003_capture1,G4,1485,1565
2713,Suturing_F003_capture1,G2,1566,1679
2714,Suturing_F003_capture1,G3,1680,1840
2715,Suturing_F003_capture1,G6,1841,1912
2716,Suturing_F003_capture1,G11,1913,2235
2717,Suturing_F003_capture2,G5,1,88
2718,Suturing_F003_capture2,G8,89,169
2719,Suturing_F003_capture2,G2,170,221
2720,Suturing_F003_capture2,G3,222,402
2721,Suturing_F003_capture2,G6,403,489
2722,Suturing_F003_capture2,G4,490,589
2723,Suturing_F003_capture2,G2,590,645
2724,Suturing_F003_capture2,G3,646,877
2725,Suturing_F003_capture2,G6,878,952
2726,Suturing_F003_capture2,G4,953,1114
2727,Suturing_F003_capture2,G2,1115,1205
2728,Suturing_F003_capture2,G3,1206,1397
2729,Suturing_F003_capture2,G6,1398,1484
2730,Suturing_F003_capture2,G4,1485,1565
2731,Suturing_F003_capture2,G2,1566,1679
2732,Suturing_F003_capture2,G3,1680,1840
2733,Suturing_F003_capture2,G6,1841,1912
2734,Suturing_F003_capture2,G11,1913,2235
2735,Suturing_F004_capture1,G5,1,53
2736,Suturing_F004_capture1,G8,54,134
2737,Suturing_F004_capture1,G2,135,217
2738,Suturing_F004_capture1,G3,218,416
2739,Suturing_F004_capture1,G6,417,492
2740,Suturing_F004_capture1,G4,493,589
2741,Suturing_F004_capture1,G2,590,668
2742,Suturing_F004_capture1,G3,669,856
2743,Suturing_F004_capture1,G6,857,928
2744,Suturing_F004_capture1,G4,929,1176
2745,Suturing_F004_capture1,G2,1177,1258
2746,Suturing_F004_capture1,G3,1259,1588
2747,Suturing_F004_capture1,G6,1589,1673
2748,Suturing_F004_capture1,G4,1674,1762
2749,Suturing_F004_capture1,G2,1763,1873
2750,Suturing_F004_capture1,G3,1874,2061
2751,Suturing_F004_capture1,G6,2062,2145
2752,Suturing_F004_capture1,G11,2146,2373
2753,Suturing_F004_capture2,G5,1,53
2754,Suturing_F004_capture2,G8,54,134
2755,Suturing_F004_capture2,G2,135,217
2756,Suturing_F004_capture2,G3,218,416
2757,Suturing_F004_capture2,G6,417,492
2758,Suturing_F004_capture2,G4,493,589
2759,Suturing_F004_capture2,G2,590,668
2760,Suturing_F004_capture2,G3,669,856
2761,Suturing_F004_capture2,G6,857,928
2762,Suturing_F004_capture2,G4,929,1176
2763,Suturing_F004_capture2,G2,1177,1258
2764,Suturing_F004_capture2,G3,1259,1588
2765,Suturing_F004_capture2,G6,1589,1673
2766,Suturing_F004_capture2,G4,1674,1762
2767,Suturing_F004_capture2,G2,1763,1873
2768,Suturing_F004_capture2,G3,1874,2061
2769,Suturing_F004_capture2,G6,2062,2145
2770,Suturing_F004_capture2,G11,2146,2373
2771,Suturing_F005_capture1,G1,11,67
2772,Suturing_F005_capture1,G5,68,133
2773,Suturing_F005_capture1,G8,134,203
2774,Suturing_F005_capture1,G2,204,249
2775,Suturing_F005_capture1,G3,250,436
2776,Suturing_F005_capture1,G6,437,519
2777,Suturing_F005_capture1,G4,520,601
2778,Suturing_F005_capture1,G2,602,659
2779,Suturing_F005_capture1,G3,660,813
2780,Suturing_F005_capture1,G6,814,865
2781,Suturing_F005_capture1,G4,866,962
2782,Suturing_F005_capture1,G2,963,1050
2783,Suturing_F005_capture1,G3,1051,1221
2784,Suturing_F005_capture1,G6,1222,1289
2785,Suturing_F005_capture1,G4,1290,1376
2786,Suturing_F005_capture1,G2,1377,1470
2787,Suturing_F005_capture1,G3,1471,1675
2788,Suturing_F005_capture1,G6,1676,1734
2789,Suturing_F005_capture1,G11,1735,2039
2790,Suturing_F005_capture2,G1,11,67
2791,Suturing_F005_capture2,G5,68,133
2792,Suturing_F005_capture2,G8,134,203
2793,Suturing_F005_capture2,G2,204,249
2794,Suturing_F005_capture2,G3,250,436
2795,Suturing_F005_capture2,G6,437,519
2796,Suturing_F005_capture2,G4,520,601
2797,Suturing_F005_capture2,G2,602,659
2798,Suturing_F005_capture2,G3,660,813
2799,Suturing_F005_capture2,G6,814,865
2800,Suturing_F005_capture2,G4,866,962
2801,Suturing_F005_capture2,G2,963,1050
2802,Suturing_F005_capture2,G3,1051,1221
2803,Suturing_F005_capture2,G6,1222,1289
2804,Suturing_F005_capture2,G4,1290,1376
2805,Suturing_F005_capture2,G2,1377,1470
2806,Suturing_F005_capture2,G3,1471,1675
2807,Suturing_F005_capture2,G6,1676,1734
2808,Suturing_F005_capture2,G11,1735,2039
2809,Suturing_G001_capture1,G5,1,149
2810,Suturing_G001_capture1,G8,150,366
2811,Suturing_G001_capture1,G2,367,498
2812,Suturing_G001_capture1,G3,499,772
2813,Suturing_G001_capture1,G6,773,938
2814,Suturing_G001_capture1,G4,939,1131
2815,Suturing_G001_capture1,G5,1132,1225
2816,Suturing_G001_capture1,G6,1226,1353
2817,Suturing_G001_capture1,G2,1354,1477
2818,Suturing_G001_capture1,G3,1478,2418
2819,Suturing_G001_capture1,G8,2419,2620
2820,Suturing_G001_capture1,G2,2621,2670
2821,Suturing_G001_capture1,G3,2671,2854
2822,Suturing_G001_capture1,G8,2855,2990
2823,Suturing_G001_capture1,G3,2991,3111
2824,Suturing_G001_capture1,G8,3112,3509
2825,Suturing_G001_capture1,G2,3510,3564
2826,Suturing_G001_capture1,G3,3565,3646
2827,Suturing_G001_capture1,G8,3647,4096
